alias_id,violation_id,alias_text,alias_type
ND100_74_2_n_1313_a0,ND100_74_2_n_1313,"các hành vi vi phạm quy định tại Khoản 1; khoản 2; khoản 3; điểm a, điểm b, điểm c khoản 4 Điều 51 của Nghị định số 100/2019/NĐ-CP (Cụ thể: đổ, để rác thải sinh hoạt lên đường sắt hoặc xả rác thải sinh hoạt từ trên tàu xuống đường sắt; Đổ, để chất độc hại, chất phế thải lên đường sắt hoặc xả chất thải không bảo đảm vệ sinh môi trường lên đường sắt; Đổ trái phép đất, đá, vật liệu khác lên đường sắt hoặc để rơi đất, đá, vật liệu khác từ trên tàu xuống đường sắt trong quá trình vận chuyển; Làm che lấp tín hiệu giao thông đường sắt; Để chất dễ cháy, chất dễ nổ trong phạm vi bảo vệ công trình đường sắt, hành lang an toàn giao thông đường sắt; Bơm, xả nước hoặc các chất lỏng khác làm ngập nền đường sắt, ảnh hưởng đến khả năng thoát nước của hệ thống thoát nước đường sắt hoặc ảnh hưởng đến chất lượng, an toàn công trình đường sắt.; Làm hư hỏng hoặc làm mất tác dụng của hệ thống thoát nước công trình đường sắt; Đặt tấm đan bê tông, gỗ, sắt thép, các vật liệu khác trái phép trong lòng đường sắt hoặc trong phạm vi bảo vệ công trình đường sắt; Đào, lấy, san, lấp đất, đá hoặc các vật liệu khác trái phép trong phạm vi bảo vệ công trình đường sắt, hành lang an toàn giao thông đường sắt; Làm hỏng, tháo dỡ trái phép tường rào, hàng rào ngăn cách giữa đường sắt với khu vực xung quanh; làm sai lệch vị trí hoặc phá, dỡ trái phép mốc chỉ giới ga đường sắt, mốc giới đất dành cho đường sắt, hàng rào dùng để đóng lối đi tự mở, cọc dùng để thu hẹp lối đi tự mở; Làm hỏng, thay đổi, chuyển dịch biển hiệu, mốc hiệu, tín hiệu của công trình đường sắt.; Tự mở lối đi qua đường sắt; Khoan, đào, xẻ đường sắt trái phép; Tháo dỡ, làm xê dịch trái phép ray, tà vẹt, cấu kiện, phụ kiện, vật tư, trang thiết bị, hệ thống thông tin tín hiệu của đường sắt)",canonical
ND100_74_2_q_1314_a0,ND100_74_2_q_1314,"các hành vi vi phạm quy định tại Điều 56, Điều 57, Điều 58, Điều 59, Điều 60, Điều 61, Điều 62, Điều 63, Điều 64, Điều 65, Điều 66 của Nghị định số 100/2019/NĐ-CP",canonical
ND100_74_2_s_1315_a0,ND100_74_2_s_1315,"Hành vi vi phạm quy định tại Điểm a Khoản 1 Điều 71 của Nghị định số 100/2019/NĐ-CP (Cụ thể: Vận chuyển thi hài, hài cốt trái quy định)",canonical
ND100_74_2_s_1316_a0,ND100_74_2_s_1316,Hành vi vi phạm quy định tại Điểm b Khoản 1 Điều 71 của Nghị định số 100/2019/NĐ-CP (Cụ thể: Vận chuyển động vật sống không đúng quy định),canonical
ND100_74_2_s_1317_a0,ND100_74_2_s_1317,"Hành vi vi phạm quy định tại Điểm b Khoản 3 Điều 71 của Nghị định số 100/2019/NĐ-CP (Cụ thể: Không thực hiện đúng quy định về vận tải hàng siêu trường, siêu trọng)",canonical
ND100_74_2_s_1318_a0,ND100_74_2_s_1318,"Hành vi vi phạm quy định tại Điểm c Khoản 3 Điều 71 của Nghị định số 100/2019/NĐ-CP (Cụ thể: Không thực hiện đúng các quy định về xếp, dỡ, vận chuyển hàng nguy hiểm)",canonical
ND100_74_2_s_1319_a0,ND100_74_2_s_1319,Hành vi vi phạm quy định tại Điểm đ Khoản 3 Điều 71 của Nghị định số 100/2019/NĐ-CP (Cụ thể: Không thực hiện đúng quy định về xếp hàng và gia cố hàng trên toa xe),canonical
ND100_74_2_s_1320_a0,ND100_74_2_s_1320,Hành vi vi phạm quy định tại Điểm e Khoản 3 Điều 71 của Nghị định số 100/2019/NĐ-CP (Cụ thể: Không bố trí đủ nhân viên công tác trên tàu theo quy định),canonical
ND100_74_3_b_1321_a0,ND100_74_3_b_1321,"các hành vi vi phạm quy định tại các điểm, khoản, điều của Nghị định số 100/2019/NĐ-CP như sau: Điểm g, điểm n khoản 1; điểm a, điểm đ, điểm h, điểm i, điểm k, điểm l khoản 2; điểm b, điểm c, điểm d, điểm đ, điểm e, điểm i, điểm k, điểm m khoản 3; điểm b, điểm d, điểm đ, điểm e, điểm g, điểm h khoản 4; khoản 5; điểm a, điểm c khoản 6; điểm c khoản 7; khoản 8; khoản 9 Điều 6 (Cụ thể: Chở người ngồi trên xe sử dụng ô (dù); Bấm còi trong thời gian từ 22 giờ ngày hôm trước đến 05 giờ ngày hôm sau; sử dụng đèn chiếu xa trong đô thị, khu đông dân cư, trừ các xe ưu tiên đang đi làm nhiệm vụ theo quy định; Dừng xe, đỗ xe trên phần đường xe chạy ở đoạn đường ngoài đô thị nơi có lề đường; Dừng xe, đỗ xe ở lòng đường đô thị gây cản trở giao thông; tụ tập từ 03 xe trở lên ở lòng đường, trong hầm đường bộ; đỗ, để xe ở lòng đường đô thị, hè phố trái quy định của pháp luật; Không đội “mũ bảo hiểm cho người đi mô tô, xe máy” hoặc đội “mũ bảo hiểm cho người đi mô tô, xe máy” không cài quai đúng quy cách khi điều khiển xe tham gia giao thông trên đường bộ; Chở người ngồi trên xe không đội “mũ bảo hiểm cho người đi mô tô, xe máy” hoặc đội “mũ bảo hiểm cho người đi mô tô, xe máy” không cài quai đúng quy cách; Chở theo 02 người trên xe, trừ trường hợp chở người bệnh đi cấp cứu, trẻ em dưới 14 tuổi, áp giải người có hành vi vi phạm pháp luật; Chở theo từ 03 người trở lên trên xe; Bấm còi, rú ga (nẹt pô) liên tục trong đô thị, khu đông dân cư, trừ các xe ưu tiên đang đi làm nhiệm vụ theo quy định; Dừng xe, đỗ xe trên cầu; Điều khiển xe thành đoàn gây cản trở giao thông, trừ trường hợp được cơ quan có thẩm quyền cấp phép; Đi vào khu vực cấm, đường có biển báo hiệu có nội dung cấm đi vào đối với loại phương tiện đang điều khiển; Người đang điều khiển xe hoặc chở người ngồi trên xe bám, kéo, đẩy xe khác, vật khác, dẫn dắt súc vật, mang vác vật cồng kềnh; chở người đứng trên yên, giá đèo hàng hoặc ngồi trên tay lái; xếp hàng hóa trên xe vượt quá giới hạn quy định; điều khiển xe kéo theo xe khác, vật khác;; Chạy trong hầm đường bộ không sử dụng đèn chiếu sáng gần.; Dừng xe, đỗ xe trong hầm đường bộ không đúng nơi quy định; Vượt xe trong hầm đường bộ không đúng nơi quy định; quay đầu xe trong hầm đường bộ; Không nhường đường hoặc gây cản trở xe được quyền ưu tiên đang phát tín hiệu ưu tiên đi làm nhiệm vụ; Không chấp hành hiệu lệnh của đèn tín hiệu giao thông; Không chấp hành hiệu lệnh, hướng dẫn của người điều khiển giao thông hoặc người kiểm soát giao thông; Người đang điều khiển xe sử dụng ô (dù), điện thoại di động, thiết bị âm thanh, trừ thiết bị trợ thính.; đi ngược chiều của đường một chiều, đi ngược chiều trên đường có biển “Cấm đi ngược chiều”; Sử dụng chân chống hoặc vật khác quệt xuống đường khi xe đang chạy; Điều khiển xe trên đường mà trong máu hoặc hơi thở có nồng độ cồn nhưng chưa vượt quá 50 miligam/100 mililít máu hoặc chưa vượt quá 0,25 miligam/1 lít khí thở.; Điều khiển xe trên đường mà trong máu hoặc hơi thở có nồng độ cồn vượt quá 50 miligam đến 80 miligam/100 mililít máu hoặc vượt quá 0,25 miligam đến 0,4 miligam/1 lít khí thở.; Điều khiển xe lạng lách hoặc đánh võng trên đường bộ trong, ngoài đô thị; Buông cả hai tay khi đang điều khiển xe; dùng chân điều khiển xe; ngồi về một bên điều khiển xe; nằm trên yên xe điều khiển xe; thay người điều khiển khi xe đang chạy; quay người về phía sau để điều khiển xe hoặc bịt mắt điều khiển xe; Điều khiển xe thành nhóm từ 02 xe trở lên chạy quá tốc độ quy định; Không chấp hành yêu cầu kiểm tra về nồng độ cồn của người thi hành công vụ; Điều khiển xe chạy bằng một bánh đối với xe hai bánh, chạy bằng hai bánh đối với xe ba bánh; Điều khiển xe trên đường mà trong máu hoặc hơi thở có nồng độ cồn vượt quá 80 miligam/100 mililít máu hoặc vượt quá 0,4 miligam/1 lít khí thở; Gây tai nạn giao thông không dừng lại, không giữ nguyên hiện trường, bỏ trốn không đến trình báo với cơ quan có thẩm quyền, không tham gia cấp cứu người bị nạn; Điều khiển xe trên đường mà trong cơ thể có chất ma túy; Không chấp hành yêu cầu kiểm tra về chất ma túy của người thi hành công vụ.)",canonical
ND100_74_3_d_1322_a0,ND100_74_3_d_1322,"các hành vi vi phạm quy định tại các điểm, khoản, điều của Nghị định số 100/2019/NĐ-CP như sau: d) Điểm c, điểm đ, điểm e, điểm g, điểm h, điểm k, điểm l, điểm m, điểm n, điểm o, điểm p, điểm q khoản 1; khoản 2; khoản 3; khoản 4 Điều 8 (Cụ thể: Dừng xe, đỗ xe trên phần đường xe chạy ở đoạn đường ngoài đô thị nơi có lề đường; Chạy trong hầm đường bộ không có đèn hoặc vật phát sáng báo hiệu; dừng xe, đỗ xe trong hầm đường bộ không đúng nơi quy định; quay đầu xe trong hầm đường bộ; Điều khiển xe đạp, xe đạp máy đi dàn hàng ngang từ 03 xe trở lên, xe thô sơ khác đi dàn hàng ngang từ 02 xe trở lên; Người điều khiển xe đạp, xe đạp máy sử dụng ô (dù), điện thoại di động; chở người ngồi trên xe đạp, xe đạp máy sử dụng ô (dù); Để xe ở lòng đường đô thị, hè phố trái quy định của pháp luật; đỗ xe ở lòng đường đô thị gây cản trở giao thông, đỗ xe trên đường xe điện, đỗ xe trên cầu gây cản trở giao thông; Dùng xe đẩy làm quầy hàng lưu động trên đường, gây cản trở giao thông; Không nhường đường cho xe đi trên đường ưu tiên, đường chính từ bất kỳ hướng nào tới tại nơi đường giao nhau;; Xe đạp, xe đạp máy, xe xích lô chở quá số người quy định, trừ trường hợp chở người bệnh đi cấp cứu; Xếp hàng hóa vượt quá giới hạn quy định, không bảo đảm an toàn, gây trở ngại giao thông, che khuất tầm nhìn của người điều khiển;; Điều khiển xe trên đường mà trong máu hoặc hơi thở có nồng độ cồn nhưng chưa vượt quá 50 miligam/100 mililít máu hoặc chưa vượt quá 0,25 miligam/1 lít khí thở.; Người đang điều khiển xe hoặc chở người ngồi trên xe bám, kéo, đẩy xe khác, vật khác, mang vác vật cồng kềnh; điều khiển xe kéo theo xe khác, vật khác; Không chấp hành hiệu lệnh, chỉ dẫn của người điều khiển giao thông hoặc người kiểm soát giao thông; Điều khiển xe đạp, xe đạp máy buông cả hai tay; chuyển hướng đột ngột trước đầu xe cơ giới đang chạy; dùng chân điều khiển xe đạp, xe đạp máy; Không nhường đường cho xe xin vượt khi có đủ điều kiện an toàn hoặc gây cản trở đối với xe cơ giới xin vượt, gây cản trở xe ưu tiên; Không chấp hành hiệu lệnh của đèn tín hiệu giao thông.; Điều khiển xe lạng lách, đánh võng; đuổi nhau trên đường; Đi vào khu vực cấm; đường có biển báo hiệu nội dung cấm đi vào đối với loại phương tiện đang điều khiển; đi ngược chiều đường của đường một chiều, đường có biển “Cấm đi ngược chiều”; không đội “mũ bảo hiểm cho người đi mô tô, xe máy” hoặc đội “mũ bảo hiểm cho người đi mô tô, xe máy” không cài quai đúng quy cách khi tham gia giao thông trên đường bộ; Đi xe bằng một bánh đối với xe đạp, xe đạp máy; đi xe bằng hai bánh đối với xe xích lô; Chở người ngồi trên xe đạp máy (kể cả xe đạp điện) không đội “mũ bảo hiểm cho người đi mô tô, xe máy” hoặc đội “mũ bảo hiểm cho người đi mô tô, xe máy” không cài quai đúng quy cách; Điều khiển xe trên đường mà trong máu hoặc hơi thở có nồng độ cồn vượt quá 50 miligam đến 80 miligam/100 mililít máu hoặc vượt quá 0,25 miligam đến 0,4 miligam/1 lít khí thở.; Điều khiển xe trên đường mà trong máu hoặc hơi thở có nồng độ cồn vượt quá 80 miligam/100 mililít máu hoặc vượt quá 0,4 miligam/1 lít khí thở; Gây tai nạn giao thông không dừng lại, không giữ nguyên hiện trường, bỏ trốn không đến trình báo với cơ quan có thẩm quyền, không tham gia cấp cứu người bị nạn; Điều khiển xe đi vào đường cao tốc, trừ phương tiện phục vụ việc quản lý, bảo trì đường cao tốc; Không chấp hành yêu cầu kiểm tra về nồng độ cồn của người thi hành công vụ.)",canonical
ND100_74_3_e_1323_a0,ND100_74_3_e_1323,"các hành vi vi phạm quy định tại Khoản 1, khoản 2, khoản 4, khoản 5 Điều 15 của Nghị định số 100/2019/NĐ-CP (Cụ thể: Tự ý leo trèo lên mố, trụ, dầm cầu.; Chăn dắt súc vật ở mái đường; buộc súc vật vào hàng cây hai bên đường hoặc vào cọc tiêu, biển báo, rào chắn, các công trình phụ trợ của giao thông đường bộ; Tự ý be bờ, tát nước qua mặt đường giao thông; đặt ống bơm nước, bơm cát qua đường, đốt lửa trên mặt đường.; Tự ý đốt lửa trên cầu, dưới gầm cầu; neo đậu tàu, thuyền dưới gầm cầu hoặc trong phạm vi hành lang an toàn cầu; Di chuyển chậm trễ các công trình, nhà, lều quán xây dựng trái phép hoặc cố tình trì hoãn việc di chuyển gây cản trở cho việc giải phóng mặt bằng để xây dựng, cải tạo, mở rộng và bảo vệ công trình đường bộ khi có quyết định của cơ quan nhà nước có thẩm quyền; Tự ý tháo dỡ, di chuyển, treo, đặt, làm hư hỏng, làm sai mục đích sử dụng hoặc làm sai lệch biển báo hiệu, đèn tín hiệu giao thông, rào chắn, cọc tiêu, cột cây số, vạch kẻ đường, tường bảo vệ, lan can phòng hộ, mốc chỉ giới; Khoan, đào, xẻ đường, hè phố trái phép; Nổ mìn hoặc khai thác đất, cát, đá, sỏi, khoáng sản khác trái phép làm ảnh hưởng đến công trình đường bộ; Rải, đổ hóa chất gây hư hỏng công trình đường bộ.; Tự ý tháo, mở làm hư hỏng nắp cống, nắp ga các công trình ngầm, hệ thống tuynen trên đường giao thông)",canonical
ND100_74_3_i_1324_a0,ND100_74_3_i_1324,hành vi vi phạm quy định tại Điều 26 của Nghị định số 100/2019/NĐ-CP,canonical
ND100_74_3_i_1325_a0,ND100_74_3_i_1325,hành vi vi phạm quy định tại Điều 29 của Nghị định số 100/2019/NĐ-CP,canonical
ND100_74_3_g_1326_a0,ND100_74_3_g_1326,các hành vi vi phạm quy định tại Điều 18 của Nghị định số 100/2019/NĐ-CP,canonical
ND100_74_3_g_1327_a0,ND100_74_3_g_1327,các hành vi vi phạm quy định tại Điều 20 của Nghị định số 100/2019/NĐ-CP,canonical
ND100_74_3_k_1328_a0,ND100_74_3_k_1328,"các hành vi vi phạm quy định tại các điểm, khoản, điều của Nghị định số 100/2019/NĐ-CP như sau: k) Khoản 4, khoản 5 Điều 31; Điều 32, Điều 34; (Cụ thể: hành vi hành hung hành khách)",canonical
ND100_74_3_l_1329_a0,ND100_74_3_l_1329,"các hành vi vi phạm quy định tại các điểm, khoản, điều của Nghị định số 100/2019/NĐ-CP như sau: l) Điều 47, Điều 49, Điều 51 (trừ điểm d khoản 4 Điều 51), Điều 52, Điều 53 (trừ khoản 4 Điều 53), Điều 72, Điều 73. (Cụ thể: Kéo đường dây thông tin, đường dây tải điện, xây dựng cầu, cầu vượt, hầm, hầm chui, cống, cột điện, cột viễn thông, hệ thống dẫn, chuyển nước, đường ống cấp nước, thoát nước, viễn thông (bao gồm cả công trình phục vụ quốc phòng, an ninh) trái phép qua đường sắt hoặc trong phạm vi đất dành cho đường sắt.; Dựng biển quảng cáo hoặc các biển chỉ dẫn khác trái phép trong phạm vi đất dành cho đường sắt.)",canonical
